rank	pair_id	chrom	lcr_up_start	lcr_up_end	lcr_down_start	lcr_down_end	interior_start	interior_end	interior_len_bp	avg_lcr_len_bp	identity	propensity_X	n_interior_genes	n_disease_genes	n_HI3_genes	hi_disease_genes	omim_examples
146	NAHR_02102_chr22_21M	chr22	21280013	21295541	24646049	24661640	21295541	24646049	3350508	15559	0.9761	4.092	110	19	1	SMARCB1	
147	NAHR_01969_chr22_18M	chr22	18552240	18659561	21335655	21443089	18659561	21335655	2676094	107377	0.9961	5.011	111	30	0		
148	NAHR_02059_chr22_18M	chr22	18552240	18659561	21335655	21443089	18659561	21335655	2676094	107377	0.9961	5.011	111	30	0		
149	NAHR_02028_chr22_21M	chr22	21114972	21130513	24646049	24661640	21130513	24646049	3515536	15566	0.9749	4.087	114	19	1	SMARCB1	
150	NAHR_02103_chr22_21M	chr22	21114972	21130513	24646049	24661640	21130513	24646049	3515536	15566	0.9749	4.087	114	19	1	SMARCB1	
151	NAHR_02376_chr7_72M	chr7	72878739	72891695	75515121	75528717	72891695	75515121	2623426	13276	0.9518	3.924	70	21	1	ELN	
152	NAHR_02425_chr7_72M	chr7	72878739	72891695	75515121	75528717	72891695	75515121	2623426	13276	0.9518	3.924	70	21	1	ELN	
153	NAHR_01966_chr22_18M	chr22	18518836	18622467	21458187	21562827	18622467	21458187	2835720	104135	0.9947	4.991	116	30	0		
154	NAHR_02062_chr22_18M	chr22	18518836	18622467	21458187	21562827	18622467	21458187	2835720	104135	0.9947	4.991	116	30	0		
155	NAHR_00870_chr15_74M	chr15	74063900	74094017	77908510	77938379	74094017	77908510	3814493	29993	0.9609	4.302	102	16	1	SIN3A	STRA6=HP:0030680:Abnormal cardiovascular system morphology
156	NAHR_00881_chr15_74M	chr15	74063900	74094017	77908510	77938379	74094017	77908510	3814493	29993	0.9609	4.302	102	16	1	SIN3A	STRA6=HP:0030680:Abnormal cardiovascular system morphology
157	NAHR_01476_chr17_36M	chr17	36222498	36390245	38026513	38194356	36390245	38026513	1636268	167795	0.9965	5.207	40	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology;PIGW=HP:0040195:Decreased head circumference
158	NAHR_01530_chr17_36M	chr17	36222498	36390245	38026513	38194356	36390245	38026513	1636268	167795	0.9965	5.207	40	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology;PIGW=HP:0040195:Decreased head circumference
159	NAHR_01158_chr16_29M	chr16	29376746	29449179	30218624	30290937	29449179	30218624	769445	72373	0.9880	4.801	60	11	1	PRRT2	
160	NAHR_01177_chr16_29M	chr16	29376746	29449179	30218624	30290937	29449179	30218624	769445	72373	0.9880	4.801	60	11	1	PRRT2	
161	NAHR_02521_chr8_8M	chr8	8056971	8239446	12419829	12609996	8239446	12419829	4180383	186321	0.9772	5.150	93	8	1	GATA4	
162	NAHR_02549_chr8_8M	chr8	8056971	8239446	12419829	12609996	8239446	12419829	4180383	186321	0.9772	5.150	93	8	1	GATA4	
163	NAHR_02394_chr7_73M	chr7	73405656	73417318	74869979	74881721	73417318	74869979	1452661	11702	0.9599	3.905	35	20	1	ELN	BAZ1B=HP:0000960:Sacral dimple;TBL2=HP:0000960:Sacral dimple;MLXIPL=HP:0001321:Cerebellar hypoplasia
164	NAHR_02399_chr7_73M	chr7	73405656	73417318	74869979	74881721	73417318	74869979	1452661	11702	0.9599	3.905	35	20	1	ELN	BAZ1B=HP:0000960:Sacral dimple;TBL2=HP:0000960:Sacral dimple;MLXIPL=HP:0001321:Cerebellar hypoplasia
165	NAHR_01141_chr16_28M	chr16	28658393	28665995	30215831	30223433	28665995	30215831	1549836	7602	0.9823	3.812	98	21	1	PRRT2	
166	NAHR_01175_chr16_28M	chr16	28658393	28665995	30215831	30223433	28665995	30215831	1549836	7602	0.9823	3.812	98	21	1	PRRT2	
167	NAHR_02066_chr22_22M	chr22	22620608	22645208	24636226	24660173	22645208	24636226	1991018	24273	0.9823	4.307	69	15	1	SMARCB1	
168	NAHR_02100_chr22_22M	chr22	22620608	22645208	24636226	24660173	22645208	24636226	1991018	24273	0.9823	4.307	69	15	1	SMARCB1	
169	NAHR_02728_chr9_94M	chr9	94360498	94438761	96949327	97027490	94438761	96949327	2510566	78213	0.9891	4.840	49	10	1	PTCH1	FBP2=HP:0002415:Leukodystrophy;FBP1=HP:0001946:Ketosis
170	NAHR_02730_chr9_94M	chr9	94360498	94438761	96949327	97027490	94438761	96949327	2510566	78213	0.9891	4.840	49	10	1	PTCH1	FBP2=HP:0002415:Leukodystrophy;FBP1=HP:0001946:Ketosis
171	NAHR_00911_chr15_82M	chr15	82450491	82497540	85182961	85229351	82497540	85182961	2685421	46719	0.9868	4.608	66	12	1	RPS17	RPS17=HP:0002817:Abnormality of the upper limb
172	NAHR_00956_chr15_82M	chr15	82450491	82497540	85182961	85229351	82497540	85182961	2685421	46719	0.9868	4.608	66	12	1	RPS17	RPS17=HP:0002817:Abnormality of the upper limb
173	NAHR_00891_chr15_82M	chr15	82317712	82360481	85229367	85272280	82360481	85229367	2868886	42841	0.9919	4.594	73	12	1	RPS17	
174	NAHR_00960_chr15_82M	chr15	82317712	82360481	85229367	85272280	82360481	85229367	2868886	42841	0.9919	4.594	73	12	1	RPS17	
175	NAHR_01990_chr22_18M	chr22	18849096	18859596	23310737	23321261	18859596	23310737	4451141	10512	0.9593	3.858	158	40	0		DGCR6=HP:0000718:Aggressive behavior
176	NAHR_02082_chr22_18M	chr22	18849096	18859596	23310737	23321261	18859596	23310737	4451141	10512	0.9593	3.858	158	40	0		DGCR6=HP:0000718:Aggressive behavior
177	NAHR_00101_chr1_16M	chr1	16849163	16857637	21411103	21419486	16857637	21411103	4553466	8428	0.9633	3.782	92	21	1	SDHB	
178	NAHR_00107_chr1_16M	chr1	16849163	16857637	21411103	21419486	16857637	21411103	4553466	8428	0.9633	3.782	92	21	1	SDHB	
179	NAHR_00746_chr15_23M	chr15	23428251	23438465	28329638	28344869	23438465	28329638	4891173	12722	0.9688	3.976	51	18	1	UBE3A	MKRN3=HP:0001623:Breech presentation;MAGEL2=HP:0025160:Abnormal temper tantrums
180	NAHR_00788_chr15_23M	chr15	23428251	23438465	28329638	28344869	23438465	28329638	4891173	12722	0.9688	3.976	51	18	1	UBE3A	MKRN3=HP:0001623:Breech presentation;MAGEL2=HP:0025160:Abnormal temper tantrums
181	NAHR_01148_chr16_28M	chr16	28772518	28780132	30215831	30223433	28780132	30215831	1435699	7608	0.9827	3.814	95	20	1	PRRT2	
182	NAHR_01174_chr16_28M	chr16	28772518	28780132	30215831	30223433	28780132	30215831	1435699	7608	0.9827	3.814	95	20	1	PRRT2	
183	NAHR_01707_chr2_95M	chr2	95834162	95905629	97489618	97561536	95905629	97489618	1583989	71692	0.9549	4.637	37	11	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability;ASTL=HP:0011462:Young adult onset
184	NAHR_01724_chr2_95M	chr2	95834162	95905629	97489618	97561536	95905629	97489618	1583989	71692	0.9549	4.637	37	11	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability;ASTL=HP:0011462:Young adult onset
185	NAHR_01934_chr22_18M	chr22	18176170	18235265	21299132	21356370	18235265	21299132	3063867	58166	0.9907	4.720	120	30	0		
186	NAHR_02055_chr22_18M	chr22	18176170	18235265	21299132	21356370	18235265	21299132	3063867	58166	0.9907	4.720	120	30	0		
187	NAHR_02727_chr9_94M	chr9	94306786	94360500	96897113	96949329	94360500	96897113	2536613	52965	0.9915	4.684	49	10	1	PTCH1	FBP2=HP:0002415:Leukodystrophy
188	NAHR_02729_chr9_94M	chr9	94306786	94360500	96897113	96949329	94360500	96897113	2536613	52965	0.9915	4.684	49	10	1	PTCH1	FBP2=HP:0002415:Leukodystrophy
189	NAHR_00492_chr1_223M	chr1	223939814	223951831	227973904	227985942	223951831	227973904	4022073	12027	0.9828	4.010	72	16	1	WDR26	FBXO28=HP:0007359:Focal-onset seizure;DEGS1=HP:0001344:Absent speech
190	NAHR_00494_chr1_223M	chr1	223939814	223951831	227973904	227985942	223951831	227973904	4022073	12027	0.9828	4.010	72	16	1	WDR26	FBXO28=HP:0007359:Focal-onset seizure;DEGS1=HP:0001344:Absent speech
191	NAHR_01940_chr22_18M	chr22	18339129	18387721	21165736	21214912	18387721	21165736	2778015	48884	0.9831	4.610	114	30	0		
192	NAHR_02040_chr22_18M	chr22	18339129	18387721	21165736	21214912	18387721	21165736	2778015	48884	0.9831	4.610	114	30	0		
193	NAHR_02390_chr7_73M	chr7	73373003	73380068	75386515	75393258	73380068	75386515	2006447	6904	0.9603	3.687	46	20	1	ELN	BAZ1B=HP:0000960:Sacral dimple;TBL2=HP:0000960:Sacral dimple;MLXIPL=HP:0001321:Cerebellar hypoplasia
194	NAHR_02418_chr7_73M	chr7	73373003	73380068	75386515	75393258	73380068	75386515	2006447	6904	0.9603	3.687	46	20	1	ELN	BAZ1B=HP:0000960:Sacral dimple;TBL2=HP:0000960:Sacral dimple;MLXIPL=HP:0001321:Cerebellar hypoplasia
195	NAHR_01950_chr22_18M	chr22	18389297	18433513	21314325	21356370	18433513	21314325	2880812	43130	0.9922	4.599	119	30	0		
196	NAHR_02057_chr22_18M	chr22	18389297	18433513	21314325	21356370	18433513	21314325	2880812	43130	0.9922	4.599	119	30	0		
197	NAHR_01930_chr22_18M	chr22	18174314	18220471	21151091	21195859	18220471	21151091	2930620	45462	0.9873	4.598	116	30	0		
198	NAHR_02036_chr22_18M	chr22	18174314	18220471	21151091	21195859	18220471	21151091	2930620	45462	0.9873	4.598	116	30	0		
199	NAHR_02048_chr22_21M	chr22	21281482	21296653	24250602	24265823	21296653	24250602	2953949	15196	0.9771	4.086	95	15	1	SMARCB1	
200	NAHR_02092_chr22_21M	chr22	21281482	21296653	24250602	24265823	21296653	24250602	2953949	15196	0.9771	4.086	95	15	1	SMARCB1	
201	NAHR_02027_chr22_21M	chr22	21113861	21129043	24250602	24265823	21129043	24250602	3121559	15201	0.9768	4.085	99	15	1	SMARCB1	
202	NAHR_02093_chr22_21M	chr22	21113861	21129043	24250602	24265823	21129043	24250602	3121559	15201	0.9768	4.085	99	15	1	SMARCB1	
203	NAHR_01484_chr17_36M	chr17	36322070	36390210	37922649	37990827	36390210	37922649	1532439	68159	0.9946	4.807	37	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology;PIGW=HP:0040195:Decreased head circumference
204	NAHR_01517_chr17_36M	chr17	36322070	36390210	37922649	37990827	36390210	37922649	1532439	68159	0.9946	4.807	37	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology;PIGW=HP:0040195:Decreased head circumference
205	NAHR_01987_chr22_18M	chr22	18824985	18863188	21111384	21151083	18863188	21111384	2248196	38951	0.9939	4.563	101	30	0		DGCR6=HP:0000718:Aggressive behavior;PRODH=HP:0001251:Ataxia
206	NAHR_02026_chr22_18M	chr22	18824985	18863188	21111384	21151083	18863188	21111384	2248196	38951	0.9939	4.563	101	30	0		DGCR6=HP:0000718:Aggressive behavior;PRODH=HP:0001251:Ataxia
207	NAHR_02514_chr8_8M	chr8	7930952	8017090	12091708	12177494	8017090	12091708	4074618	85962	0.9714	4.793	90	8	1	GATA4	
208	NAHR_02527_chr8_8M	chr8	7930952	8017090	12091708	12177494	8017090	12091708	4074618	85962	0.9714	4.793	90	8	1	GATA4	
209	NAHR_02493_chr8_7M	chr8	7293275	7380937	12091708	12177494	7380937	12091708	4710771	86724	0.9696	4.788	125	8	1	GATA4	
210	NAHR_02528_chr8_7M	chr8	7293275	7380937	12091708	12177494	7380937	12091708	4710771	86724	0.9696	4.788	125	8	1	GATA4	
211	NAHR_01703_chr2_95M	chr2	95745586	95780648	97600000	97633885	95780648	97600000	1819352	34473	0.9771	4.434	40	11	1	TMEM127	
212	NAHR_01728_chr2_95M	chr2	95745586	95780648	97600000	97633885	95780648	97600000	1819352	34473	0.9771	4.434	40	11	1	TMEM127	
213	NAHR_01708_chr2_95M	chr2	95958020	95999959	97556364	97597982	95999959	97556364	1556405	41778	0.9548	4.412	37	11	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability;ASTL=HP:0011462:Young adult onset
214	NAHR_01725_chr2_95M	chr2	95958020	95999959	97556364	97597982	95999959	97556364	1556405	41778	0.9548	4.412	37	11	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability;ASTL=HP:0011462:Young adult onset
215	NAHR_01705_chr2_95M	chr2	95800215	95834734	97408969	97439562	95834734	97408969	1574235	32556	0.9710	4.382	36	11	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability
216	NAHR_01722_chr2_95M	chr2	95800215	95834734	97408969	97439562	95834734	97408969	1574235	32556	0.9710	4.382	36	11	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability
217	NAHR_00914_chr15_82M	chr15	82508551	82532834	85229367	85253286	82532834	85229367	2696533	24101	0.9751	4.273	65	12	1	RPS17	RPS17=HP:0002817:Abnormality of the upper limb
218	NAHR_00959_chr15_82M	chr15	82508551	82532834	85229367	85253286	82532834	85229367	2696533	24101	0.9751	4.273	65	12	1	RPS17	RPS17=HP:0002817:Abnormality of the upper limb
219	NAHR_01959_chr22_18M	chr22	18483513	18518714	21174795	21210351	18518714	21174795	2656081	35378	0.9862	4.486	110	30	0		
220	NAHR_02042_chr22_18M	chr22	18483513	18518714	21174795	21210351	18518714	21174795	2656081	35378	0.9862	4.486	110	30	0		
221	NAHR_01989_chr22_18M	chr22	18845521	18859596	22631374	22645211	18859596	22631374	3771778	13956	0.9788	4.057	146	34	0		DGCR6=HP:0000718:Aggressive behavior
222	NAHR_02070_chr22_18M	chr22	18845521	18859596	22631374	22645211	18859596	22631374	3771778	13956	0.9788	4.057	146	34	0		DGCR6=HP:0000718:Aggressive behavior
223	NAHR_02144_chr4_4M	chr4	4055704	4087860	9019286	9054204	4087860	9019286	4931426	33537	0.9605	4.347	75	11	1	MSX1	
224	NAHR_02145_chr4_4M	chr4	4055704	4087860	9019286	9054204	4087860	9019286	4931426	33537	0.9605	4.347	75	11	1	MSX1	
225	NAHR_02313_chr7_5M	chr7	5893637	5989045	6735644	6832887	5989045	6735644	746599	96325	0.9919	4.943	21	6	1	PMS2	PMS2=HP:0001522:Death in infancy;AIMP2=HP:0001344:Absent speech;EIF2AK1=HP:0000739:Anxiety
226	NAHR_02314_chr7_5M	chr7	5893637	5989045	6735644	6832887	5989045	6735644	746599	96325	0.9919	4.943	21	6	1	PMS2	PMS2=HP:0001522:Death in infancy;AIMP2=HP:0001344:Absent speech;EIF2AK1=HP:0000739:Anxiety
227	NAHR_01699_chr2_95M	chr2	95456847	95491792	97005693	97040719	95491792	97005693	1513901	34985	0.9762	4.436	38	10	1	TMEM127	
228	NAHR_01701_chr2_95M	chr2	95584997	95619888	97005693	97040709	95619888	97005693	1385805	34953	0.9764	4.436	34	10	1	TMEM127	
229	NAHR_01712_chr2_95M	chr2	95584997	95619888	97005693	97040709	95619888	97005693	1385805	34953	0.9764	4.436	34	10	1	TMEM127	
230	NAHR_01713_chr2_95M	chr2	95456847	95491792	97005693	97040719	95491792	97005693	1513901	34985	0.9762	4.436	38	10	1	TMEM127	
231	NAHR_01477_chr17_36M	chr17	36222498	36271386	37946975	37995900	36271386	37946975	1675589	48906	0.9953	4.667	40	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology
232	NAHR_01520_chr17_36M	chr17	36222498	36271386	37946975	37995900	36271386	37946975	1675589	48906	0.9953	4.667	40	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology
233	NAHR_02520_chr8_8M	chr8	8035538	8115211	12609995	12685093	8115211	12609995	4494784	77385	0.9537	4.662	98	8	1	GATA4	
234	NAHR_02552_chr8_8M	chr8	8035538	8115211	12609995	12685093	8115211	12609995	4494784	77385	0.9537	4.662	98	8	1	GATA4	
235	NAHR_01991_chr22_18M	chr22	18863189	18894771	21165794	21194014	18894771	21165794	2271023	29901	0.9865	4.415	100	30	0		DGCR6=HP:0000718:Aggressive behavior;PRODH=HP:0001251:Ataxia
236	NAHR_02041_chr22_18M	chr22	18863189	18894771	21165794	21194014	18894771	21165794	2271023	29901	0.9865	4.415	100	30	0		DGCR6=HP:0000718:Aggressive behavior;PRODH=HP:0001251:Ataxia
237	NAHR_01453_chr17_30M	chr17	30621877	30672851	32037969	32088951	30672851	32037969	1365118	50978	0.9863	4.643	45	8	1	NF1	
238	NAHR_01461_chr17_30M	chr17	30621877	30672851	32037969	32088951	30672851	32037969	1365118	50978	0.9863	4.643	45	8	1	NF1	
239	NAHR_01547_chr17_45M	chr17	45516131	45553913	47013620	47052446	45553913	47013620	1459707	38304	0.9867	4.522	35	9	1	KANSL1	
240	NAHR_01563_chr17_45M	chr17	45516131	45553913	47013620	47052446	45553913	47013620	1459707	38304	0.9867	4.522	35	9	1	KANSL1	
241	NAHR_01953_chr22_18M	chr22	18404158	18433513	21151091	21178470	18433513	21151091	2717578	28367	0.9889	4.403	113	30	0		
242	NAHR_02035_chr22_18M	chr22	18404158	18433513	21151091	21178470	18433513	21151091	2717578	28367	0.9889	4.403	113	30	0		
243	NAHR_01978_chr22_18M	chr22	18725024	18759759	21299132	21331463	18759759	21299132	2539373	33533	0.9715	4.396	108	30	0		DGCR6=HP:0000718:Aggressive behavior
244	NAHR_02052_chr22_18M	chr22	18725024	18759759	21299132	21331463	18759759	21299132	2539373	33533	0.9715	4.396	108	30	0		DGCR6=HP:0000718:Aggressive behavior
245	NAHR_01711_chr2_96M	chr2	96043932	96073263	97600000	97628287	96073263	97600000	1526737	28809	0.9850	4.393	35	10	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability;ASTL=HP:0011462:Young adult onset;STARD7=HP:0001249:Intellectual disability
246	NAHR_01727_chr2_96M	chr2	96043932	96073263	97600000	97628287	96073263	97600000	1526737	28809	0.9850	4.393	35	10	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability;ASTL=HP:0011462:Young adult onset;STARD7=HP:0001249:Intellectual disability
247	NAHR_01942_chr22_18M	chr22	18343135	18353250	22644961	22655108	18353250	22644961	4291711	10131	0.9719	3.893	161	35	0		
248	NAHR_02074_chr22_18M	chr22	18343135	18353250	22644961	22655108	18353250	22644961	4291711	10131	0.9719	3.893	161	35	0		
249	NAHR_01986_chr22_18M	chr22	18766471	18776585	22644961	22655108	18776585	22644961	3868376	10130	0.9711	3.890	149	35	0		DGCR6=HP:0000718:Aggressive behavior
250	NAHR_02073_chr22_18M	chr22	18766471	18776585	22644961	22655108	18776585	22644961	3868376	10130	0.9711	3.890	149	35	0		DGCR6=HP:0000718:Aggressive behavior
251	NAHR_02522_chr8_8M	chr8	8188823	8239446	12177510	12234345	8239446	12177510	3938064	53729	0.9724	4.600	89	8	1	GATA4	
252	NAHR_02536_chr8_8M	chr8	8188823	8239446	12177510	12234345	8239446	12177510	3938064	53729	0.9724	4.600	89	8	1	GATA4	
253	NAHR_01965_chr22_18M	chr22	18509154	18518714	22645528	22655108	18518714	22645528	4126814	9570	0.9738	3.877	154	35	0		
254	NAHR_02077_chr22_18M	chr22	18509154	18518714	22645528	22655108	18518714	22645528	4126814	9570	0.9738	3.877	154	35	0		
255	NAHR_01945_chr22_18M	chr22	18359963	18387665	21299132	21326973	18387665	21299132	2911467	27771	0.9792	4.351	118	30	0		
256	NAHR_02054_chr22_18M	chr22	18359963	18387665	21299132	21326973	18387665	21299132	2911467	27771	0.9792	4.351	118	30	0		
257	NAHR_02143_chr4_4M	chr4	4027930	4055946	9055320	9078146	4055946	9055320	4999374	25421	0.9628	4.242	76	11	1	MSX1	
258	NAHR_02146_chr4_4M	chr4	4027930	4055946	9055320	9078146	4055946	9055320	4999374	25421	0.9628	4.242	76	11	1	MSX1	
259	NAHR_02513_chr8_7M	chr8	7930952	7975432	12337955	12382757	7975432	12337955	4362523	44641	0.9789	4.552	100	8	1	GATA4	
260	NAHR_02539_chr8_7M	chr8	7930952	7975432	12337955	12382757	7975432	12337955	4362523	44641	0.9789	4.552	100	8	1	GATA4	
261	NAHR_01370_chr17_14M	chr17	14170711	14194597	15567588	15591460	14194597	15567588	1372991	23879	0.9871	4.321	26	10	1	PMP22	COX10=HP:0001251:Ataxia
262	NAHR_01373_chr17_14M	chr17	14170711	14194597	15567588	15591460	14194597	15567588	1372991	23879	0.9871	4.321	26	10	1	PMP22	COX10=HP:0001251:Ataxia
263	NAHR_00898_chr15_82M	chr15	82371407	82389355	85210250	85229355	82389355	85210250	2820895	18526	0.9606	4.100	72	12	1	RPS17	
264	NAHR_00958_chr15_82M	chr15	82371407	82389355	85210250	85229355	82389355	85210250	2820895	18526	0.9606	4.100	72	12	1	RPS17	
265	NAHR_02075_chr22_22M	chr22	22644962	22655111	24626062	24636201	22655111	24626062	1970951	10144	0.9768	3.913	67	14	1	SMARCB1	
266	NAHR_02099_chr22_22M	chr22	22644962	22655111	24626062	24636201	22655111	24626062	1970951	10144	0.9768	3.913	67	14	1	SMARCB1	
267	NAHR_01709_chr2_96M	chr2	96000000	96024403	97081034	97105426	96024403	97081034	1056631	24397	0.9742	4.274	29	10	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability;ASTL=HP:0011462:Young adult onset
268	NAHR_01716_chr2_96M	chr2	96000000	96024403	97081034	97105426	96024403	97081034	1056631	24397	0.9742	4.274	29	10	1	TMEM127	ADRA2B=HP:0001249:Intellectual disability;ASTL=HP:0011462:Young adult onset
269	NAHR_02495_chr8_7M	chr8	7334937	7380937	12337955	12382757	7380937	12337955	4957018	45401	0.9624	4.482	131	8	1	GATA4	
270	NAHR_02540_chr8_7M	chr8	7334937	7380937	12337955	12382757	7380937	12337955	4957018	45401	0.9624	4.482	131	8	1	GATA4	
271	NAHR_01149_chr16_29M	chr16	29035179	29052278	30225596	30242846	29052278	30225596	1173318	17174	0.9806	4.153	75	11	1	PRRT2	
272	NAHR_01178_chr16_29M	chr16	29035179	29052278	30225596	30242846	29052278	30225596	1173318	17174	0.9806	4.153	75	11	1	PRRT2	
273	NAHR_00904_chr15_82M	chr15	82427679	82442396	85238085	85253284	82442396	85238085	2795689	14958	0.9689	4.045	69	12	1	RPS17	
274	NAHR_00962_chr15_82M	chr15	82427679	82442396	85238085	85253284	82442396	85238085	2795689	14958	0.9689	4.045	69	12	1	RPS17	
275	NAHR_02071_chr22_22M	chr22	22631375	22655111	24242003	24264717	22655111	24242003	1586892	23225	0.9721	4.244	54	10	1	SMARCB1	
276	NAHR_02089_chr22_22M	chr22	22631375	22655111	24242003	24264717	22655111	24242003	1586892	23225	0.9721	4.244	54	10	1	SMARCB1	
277	NAHR_01454_chr17_30M	chr17	30730928	30780078	31936301	31986837	30780078	31936301	1156223	49843	0.9736	4.574	40	7	1	NF1	
278	NAHR_01458_chr17_30M	chr17	30730928	30780078	31936301	31986837	30780078	31936301	1156223	49843	0.9736	4.574	40	7	1	NF1	
279	NAHR_00902_chr15_82M	chr15	82382117	82497540	84448859	84568971	82497540	84448859	1951319	117767	0.9815	4.977	43	4	1	RPS17	RPS17=HP:0002817:Abnormality of the upper limb
280	NAHR_00947_chr15_82M	chr15	82382117	82497540	84448859	84568971	82497540	84448859	1951319	117767	0.9815	4.977	43	4	1	RPS17	RPS17=HP:0002817:Abnormality of the upper limb
281	NAHR_01958_chr22_18M	chr22	18483513	18502448	21299132	21317996	18502448	21299132	2796684	18899	0.9807	4.194	115	30	0		
282	NAHR_02053_chr22_18M	chr22	18483513	18502448	21299132	21317996	18502448	21299132	2796684	18899	0.9807	4.194	115	30	0		
283	NAHR_01738_chr2_107M	chr2	107829169	107901691	112359333	112433337	107901691	112359333	4457642	73263	0.9828	4.781	73	25	0		SLC5A7=HP:0003324:Generalized muscle weakness
284	NAHR_01785_chr2_107M	chr2	107829169	107901691	112359333	112433337	107901691	112359333	4457642	73263	0.9828	4.781	73	25	0		SLC5A7=HP:0003324:Generalized muscle weakness
285	NAHR_02563_chr9_33M	chr9	33523536	33600000	38544231	38621356	33600000	38544231	4944231	76794	0.9764	4.770	136	25	0		
286	NAHR_02566_chr9_33M	chr9	33523536	33600000	38544231	38621356	33600000	38544231	4944231	76794	0.9764	4.770	136	25	0		
287	NAHR_01974_chr22_18M	chr22	18709564	18725027	21335350	21350332	18725027	21335350	2610323	15222	0.9967	4.168	111	30	0		
288	NAHR_02058_chr22_18M	chr22	18709564	18725027	21335350	21350332	18725027	21335350	2610323	15222	0.9967	4.168	111	30	0		
289	NAHR_01491_chr17_36M	chr17	36400000	36422656	37890225	37912902	36422656	37890225	1467569	22666	0.9983	4.348	37	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology;PIGW=HP:0040195:Decreased head circumference
290	NAHR_01513_chr17_36M	chr17	36400000	36422656	37890225	37912902	36422656	37890225	1467569	22666	0.9983	4.348	37	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology;PIGW=HP:0040195:Decreased head circumference
291	NAHR_01548_chr17_45M	chr17	45516131	45573555	46489409	46551552	45573555	46489409	915854	59783	0.9835	4.698	19	5	1	KANSL1	
292	NAHR_01558_chr17_45M	chr17	45516131	45573555	46489409	46551552	45573555	46489409	915854	59783	0.9835	4.698	19	5	1	KANSL1	
293	NAHR_01499_chr17_36M	chr17	36426473	36449219	37914596	37937509	36449219	37914596	1465377	22829	0.9910	4.319	36	8	1	HNF1B	ZNHIT3=HP:0000377:Abnormal pinna morphology;PIGW=HP:0040195:Decreased head circumference
